user_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,total
286822,0,0,0,0,0,1,0,0,1,0,2
627653,1,1,1,0,1,1,1,1,1,1,9
100868,0,1,0,0,1,0,1,1,1,1,6
757088,0,1,0,1,0,1,1,1,1,1,7
911311,0,0,0,1,1,1,0,0,1,1,5
280146,0,0,0,0,1,0,1,0,0,0,2
554064,0,0,1,1,1,0,1,0,1,0,5
124488,1,0,0,0,0,0,1,0,0,0,2
158461,1,0,0,0,1,0,1,0,1,1,5
925795,0,0,0,1,0,0,1,0,0,1,3
608996,0,1,0,0,1,1,1,0,1,1,6
380493,1,1,1,1,0,0,0,0,0,0,4
357881,0,1,0,0,1,1,0,1,1,0,5
374673,1,1,1,1,0,0,0,0,0,1,5
987808,0,1,0,0,0,1,0,1,0,1,4
106284,1,0,1,1,0,0,0,1,1,0,5
840302,0,1,0,1,0,0,0,0,1,1,4
217750,0,1,1,0,1,0,1,1,0,1,6
283356,1,0,1,0,1,1,1,1,0,1,7
286120,1,1,1,1,1,1,0,0,0,0,6
626475,1,1,0,1,1,1,1,0,0,0,6
425692,1,1,1,1,0,0,1,0,1,1,7
561185,1,0,1,0,0,0,0,1,0,1,4
243352,0,1,0,1,1,0,0,0,1,1,5
410850,1,0,0,1,0,1,1,1,0,0,5
234184,0,1,1,1,0,1,1,1,1,1,8
192767,1,0,1,1,1,1,1,1,1,1,9
575276,1,0,1,1,0,1,1,0,0,0,5
553986,1,1,0,1,0,0,0,1,0,0,4
598113,1,0,0,1,1,1,1,0,0,1,6
409029,1,0,1,0,1,1,1,0,1,0,6
685280,1,0,0,1,1,1,1,0,1,1,7
164916,1,1,1,0,1,0,0,0,1,1,6
718548,0,1,1,0,0,0,0,1,1,0,4
261108,0,0,1,1,0,0,0,1,0,0,3
119762,0,0,0,0,1,0,0,0,1,1,3
416657,1,1,0,0,0,1,0,0,0,1,4
419349,0,1,1,1,0,1,0,1,1,0,6
271342,1,0,1,1,1,1,1,0,0,0,6
241494,0,1,0,0,1,0,1,1,0,0,4
428639,0,1,1,1,0,0,1,0,0,1,5
387690,1,1,1,0,0,1,0,1,0,1,6
559896,0,0,0,1,0,0,1,1,0,0,3
264516,0,0,1,0,1,1,1,1,0,1,6
597292,1,0,1,0,1,1,1,0,0,0,5
560046,0,1,1,0,0,0,1,1,1,1,6
557706,1,1,1,0,1,1,0,0,1,0,6
419208,1,1,0,0,1,1,0,0,0,0,4
717033,0,0,1,0,1,0,0,0,1,1,4
904877,1,1,0,1,0,0,1,0,1,0,5
964888,0,0,1,0,1,1,1,0,1,0,5
664418,1,0,0,0,0,0,0,1,1,1,4
708232,1,0,1,1,1,1,1,1,1,1,9
553790,0,1,1,1,1,0,1,1,0,1,7
162035,1,1,1,1,1,1,0,1,0,1,8
898690,1,1,0,0,1,0,0,0,1,0,4
619464,0,1,0,1,0,0,1,1,0,0,4
846974,0,1,0,0,1,1,1,0,0,1,5
975482,1,0,1,1,1,0,0,1,0,0,5
773067,1,1,1,0,0,0,0,1,0,1,5
834623,0,1,0,0,0,0,1,0,1,0,3
997690,1,0,1,1,0,1,0,0,0,0,4
152848,0,1,0,0,0,1,0,0,0,1,3
311229,0,0,0,0,0,0,1,0,1,1,3
751474,1,0,0,1,1,1,1,0,0,0,5
674460,1,1,0,1,0,1,1,0,0,0,5
432699,0,0,1,0,0,0,0,0,0,1,2
737401,1,0,0,1,0,0,1,1,1,0,5
801494,1,0,0,1,1,0,0,0,1,1,5
181455,0,0,1,0,0,1,0,0,0,1,3
798152,0,1,0,0,0,0,1,0,1,0,3
526156,1,0,0,1,0,0,1,1,0,0,4
634866,0,0,1,1,0,0,1,0,0,0,3
335774,1,1,1,1,0,0,1,0,1,0,6
621166,0,0,1,1,0,1,1,1,0,0,5
308304,1,0,0,0,0,0,0,1,1,1,4
601713,0,1,1,1,0,0,1,1,1,0,6
392921,0,0,1,0,0,1,1,0,1,1,5
419210,0,0,1,1,1,1,0,1,0,1,6
999284,0,0,0,1,0,0,1,1,1,0,4
457434,1,0,0,1,1,1,1,1,0,1,7
936334,1,1,1,0,1,1,0,1,1,0,7
965629,0,0,1,1,0,1,1,0,0,0,4
678865,1,0,1,0,0,0,0,0,0,1,3
792133,1,1,1,0,0,0,0,0,0,0,3
544215,0,0,1,0,1,1,0,1,1,0,5
137967,0,0,1,1,0,1,0,0,0,1,4
157704,0,0,0,0,1,0,1,1,0,1,4
209843,0,1,0,0,1,1,0,1,1,1,6
211699,0,0,0,1,0,0,0,1,1,1,4
229898,0,1,1,0,0,1,0,0,1,0,4
708126,0,0,1,1,0,1,0,1,0,1,5
727433,0,0,1,0,1,0,0,0,0,1,3
995021,0,0,0,0,1,1,0,1,1,1,5
895906,1,0,0,1,0,1,1,0,1,1,6
454087,0,1,0,1,1,1,1,0,1,1,7
891362,1,0,0,0,1,1,0,0,1,1,5
519407,1,0,1,1,0,0,0,1,0,0,4
123898,1,0,1,1,1,1,0,1,0,1,7
580823,1,0,0,1,0,0,0,1,0,0,3
390685,0,1,0,1,1,1,0,1,1,0,6
479042,0,0,0,0,1,0,1,0,1,0,3
102318,1,0,0,0,0,1,1,1,0,1,5
395826,0,1,1,1,0,1,0,0,0,0,4
880369,0,0,1,0,0,1,0,1,1,0,4
846289,0,0,1,0,0,1,1,0,0,1,4
147128,0,1,1,1,1,0,1,0,1,1,7
230353,0,1,1,1,0,1,0,1,0,0,5
236512,1,1,0,0,0,1,1,0,0,1,5
127613,1,1,0,0,1,1,0,1,1,1,7
617830,1,0,0,1,0,1,1,0,0,1,5
833429,1,0,0,0,1,1,0,0,1,1,5
225487,0,0,0,0,0,1,1,1,0,1,4
931612,1,0,1,1,0,1,1,0,1,1,7
451732,1,1,1,0,0,1,0,1,0,1,6
980769,1,0,1,1,1,0,1,1,0,1,7
843298,1,0,0,0,0,1,0,1,0,0,3
946979,0,0,0,0,0,0,1,1,0,1,3
156162,0,0,0,0,1,1,0,1,1,0,4
667057,0,0,1,1,1,1,1,0,0,0,5
280164,1,0,1,0,0,1,0,1,1,1,6
935772,0,0,1,1,1,1,1,1,0,0,6
877331,0,0,1,1,0,1,1,1,0,1,6
866809,1,0,0,0,0,0,1,0,0,1,3
175105,1,1,1,0,0,0,0,1,1,0,5
518501,1,1,0,1,0,1,1,0,0,1,6
767225,0,1,0,0,0,1,1,0,0,0,3
797427,0,0,1,1,1,0,0,1,1,1,6
182909,0,0,1,0,1,0,1,0,0,1,4
718995,0,1,1,0,0,1,1,0,0,1,5
208082,0,1,1,1,1,0,1,1,0,1,7
903669,0,1,1,1,0,1,1,0,1,0,6
889261,0,1,0,1,1,0,1,1,1,0,6
795600,0,1,1,1,1,1,1,1,1,1,9
962011,0,1,0,1,0,0,0,1,0,1,4
176331,0,1,0,0,1,1,1,0,1,0,5
539330,0,1,1,1,0,0,0,0,1,1,5
180157,1,1,1,1,1,0,1,0,1,1,8
279060,1,0,0,0,1,0,1,0,0,1,4
649831,1,1,1,1,0,1,1,1,0,0,7
296399,1,1,0,0,1,1,0,1,0,0,5
146011,0,0,0,0,0,1,1,1,1,0,4
382201,1,1,0,1,0,1,0,0,0,0,4
555198,1,0,0,0,1,0,1,1,0,1,5
469907,1,0,0,1,0,1,0,1,1,0,5
268421,0,1,1,0,0,1,1,1,1,1,7
186686,0,1,0,1,1,1,0,1,0,1,6
753180,1,1,1,0,1,1,0,1,1,1,8
440486,0,0,0,0,0,1,1,0,0,1,3
358464,1,0,0,1,1,0,0,0,0,0,3
577827,0,1,1,1,1,0,0,0,0,1,5
206845,1,1,1,1,1,1,1,0,1,0,8
335522,1,0,1,1,1,0,0,1,1,0,6
157134,0,0,1,1,0,0,1,1,1,0,5
815061,1,0,0,1,0,0,0,0,0,0,2
350827,1,1,0,1,0,0,0,1,0,0,4
545980,1,0,0,1,1,0,1,1,1,0,6
931639,0,1,1,1,0,0,0,0,1,1,5
826276,1,1,1,1,1,0,0,1,1,1,8
736457,0,1,1,1,1,0,0,1,0,0,5
770738,1,0,1,0,1,0,1,0,0,1,5
716307,0,0,1,0,1,0,0,0,1,1,4
833191,1,1,0,0,0,1,1,0,0,1,5
244046,1,1,0,1,1,1,0,0,0,1,6
834260,1,1,0,0,1,0,0,1,0,0,4
332070,0,0,1,1,0,0,1,0,1,0,4
432467,0,1,1,1,0,0,1,1,1,0,6
154255,0,0,0,1,0,0,1,1,1,1,5
917119,1,1,1,1,0,0,0,0,0,1,5
168139,1,0,0,0,1,1,1,1,1,1,7
481769,1,0,0,1,1,0,0,1,1,0,5
681949,0,0,1,1,0,0,0,0,0,1,3
897586,0,1,0,1,1,1,0,0,0,1,5
341523,0,1,1,0,0,1,0,0,1,0,4
899478,1,0,1,1,1,1,0,1,0,1,7
446984,1,1,1,0,0,1,0,1,1,0,6
387372,0,0,1,0,0,1,0,0,0,0,2
196051,0,0,1,1,1,0,0,1,1,0,5
151443,0,0,0,0,0,0,1,0,0,1,2
372869,0,1,0,1,0,1,1,1,0,0,5
577507,0,1,1,0,1,0,1,0,1,1,6
969367,0,1,0,1,0,1,1,1,0,1,6
202878,0,0,1,1,1,1,1,0,1,1,7
773432,1,0,1,0,1,0,0,1,1,0,5
633870,0,0,0,1,1,1,1,1,1,1,7
891084,1,0,1,0,1,1,1,1,0,0,6
763071,1,0,0,1,1,0,1,0,1,0,5
755122,0,1,0,0,1,0,1,1,1,1,6
980042,0,0,1,1,1,1,1,1,0,0,6
404979,0,1,0,0,0,1,1,1,0,0,4
832556,1,0,0,0,1,0,1,0,1,1,5
446690,0,0,1,0,0,0,0,0,1,0,2
393259,0,1,0,0,1,1,1,1,0,0,5
727480,0,0,1,1,0,1,1,0,0,0,4
665706,1,1,0,0,1,1,1,1,0,0,6
859227,1,1,1,0,1,1,1,0,0,0,6
718794,0,1,1,0,1,1,1,1,1,0,7
283755,1,1,1,0,0,0,0,1,0,1,5
243056,0,1,1,1,0,0,0,1,0,1,5
611515,0,1,0,1,0,0,1,0,1,0,4
448178,0,0,0,1,1,0,0,0,0,0,2
765401,1,1,0,0,0,1,1,0,1,0,5
541227,1,1,0,0,0,0,1,0,0,1,4
160206,0,0,1,1,1,1,0,1,1,1,7
415251,1,0,0,0,1,1,1,1,0,0,5
178418,0,1,0,0,0,1,0,1,1,0,4
446553,1,1,1,0,0,0,0,1,1,0,5
640856,0,1,1,0,1,0,1,0,1,0,5
733909,1,0,0,1,0,1,1,0,1,1,6
415560,0,0,1,0,0,1,0,0,0,0,2
737633,1,0,0,1,0,1,0,1,0,0,4
727803,0,1,0,0,1,0,0,1,1,0,4
242693,1,0,0,0,1,0,1,1,1,1,6
934363,0,0,1,0,1,0,0,0,0,0,2
498326,1,0,1,1,0,1,0,0,0,0,4
832936,1,0,0,1,1,0,1,1,0,0,5
276121,1,0,1,1,1,1,1,0,1,0,7
282338,1,1,0,1,1,0,0,0,0,1,5
459729,1,0,1,0,1,1,1,1,1,1,8
161119,1,0,1,1,1,1,0,1,0,0,6
462516,0,1,0,1,1,1,1,0,1,1,7
287276,1,0,0,0,0,1,1,1,0,0,4
329047,1,0,1,1,0,0,1,0,1,1,6
317304,1,0,0,0,0,0,0,1,0,0,2
587926,0,1,0,1,0,1,1,1,1,1,7
309585,0,0,0,1,1,0,0,0,0,0,2
342614,1,0,1,1,0,0,1,1,0,1,6
910769,0,1,0,0,1,0,0,1,1,1,5
874974,0,0,0,1,0,1,0,0,1,0,3
367693,0,1,0,0,0,0,0,0,0,0,1
755296,0,1,0,1,1,1,1,1,1,0,7
703786,0,0,1,1,0,1,0,1,1,0,5
960726,0,1,1,1,1,0,0,0,1,1,6
758220,1,0,0,1,1,1,0,1,0,0,5
726842,1,0,1,0,1,0,0,0,1,0,4
765969,1,1,0,1,1,0,1,1,1,1,8
817886,0,1,1,0,1,1,1,1,0,0,6
685732,1,1,0,0,0,0,0,1,1,0,4
132491,0,1,1,0,0,0,0,1,0,0,3
414811,0,1,0,0,0,1,1,0,0,0,3
520122,1,1,0,1,0,1,1,0,0,0,5
687763,0,1,1,0,0,1,1,1,0,1,6
767763,0,0,0,0,0,0,0,0,1,1,2
766529,0,1,1,0,1,1,0,0,1,1,6
915669,0,1,1,1,1,0,1,1,0,1,7
630109,0,0,1,0,0,0,0,0,0,1,2
907280,1,0,1,0,1,0,0,0,0,0,3
641648,1,1,0,1,0,1,0,1,0,1,6
270732,0,0,0,1,0,0,0,1,0,1,3
873755,0,0,1,0,1,1,0,0,0,1,4
939010,1,1,0,1,1,0,1,1,0,0,6
995456,0,1,0,0,0,0,1,0,1,0,3
922527,0,1,0,1,1,0,0,1,1,1,6
511988,0,0,0,1,0,0,0,0,0,1,2
774933,0,0,0,1,0,1,0,1,1,0,4
407035,1,0,0,0,1,1,1,1,1,0,6
596722,1,1,1,1,1,0,1,0,0,1,7
294525,1,1,0,1,1,1,0,0,0,1,6
318464,0,0,0,0,0,0,0,1,0,0,1
908798,1,1,1,1,0,0,1,1,1,1,8
361992,0,0,0,0,1,1,0,1,0,1,4
820802,1,1,1,1,0,0,0,0,0,1,5
540546,0,0,0,1,1,0,1,1,0,0,4
584072,0,0,1,0,0,1,1,0,1,0,4
543844,1,1,1,0,0,1,0,0,1,1,6
867640,0,0,0,0,1,0,0,0,1,0,2
917517,0,1,0,1,1,0,0,0,1,1,5
603027,1,1,1,0,1,1,1,1,0,1,8
645422,0,0,1,0,0,0,0,0,1,1,3
277834,1,1,1,1,0,0,0,1,0,1,6
684227,1,0,0,1,1,1,0,0,1,0,5
980417,0,1,1,0,0,0,0,0,1,1,4
880227,0,0,0,1,1,1,1,0,1,0,5
183721,1,0,0,0,1,0,1,1,1,0,5
915699,1,1,0,0,1,0,1,1,1,1,7
512913,1,1,0,0,0,0,0,0,0,1,3
253789,1,0,0,0,1,0,1,1,0,0,4
956297,1,0,0,1,0,0,1,1,0,0,4
694371,1,0,0,1,0,1,0,0,1,1,5
345114,0,1,0,0,1,0,0,0,0,0,2
683991,1,1,0,1,1,0,0,0,0,0,4
221072,0,1,1,1,1,1,1,0,1,0,7
918734,0,0,0,0,0,1,0,0,0,1,2
136659,1,0,1,0,0,1,1,0,0,0,4
141995,0,1,1,0,0,0,0,1,1,1,5
165427,0,0,1,0,1,0,0,1,0,0,3
563148,1,0,1,0,0,0,0,0,0,0,2
525111,1,0,1,1,1,0,0,1,1,0,6
928482,1,1,1,1,0,0,1,0,1,1,7
350259,1,1,1,0,0,0,0,1,1,1,6
787652,0,0,1,0,1,0,0,1,1,1,5
496670,0,0,0,1,1,1,0,0,0,1,4
843881,0,1,1,1,1,1,0,0,0,0,5
628975,1,0,1,0,0,0,1,0,0,1,4
139150,1,0,0,0,1,0,0,0,0,0,2
488652,0,1,0,1,1,0,1,1,1,1,7
674490,0,0,0,0,0,1,1,1,0,1,4
269042,1,1,0,0,1,0,1,1,0,1,6
850603,1,1,0,0,1,0,0,0,0,0,3
140084,0,1,0,0,0,1,1,0,1,0,4
909031,1,0,1,0,1,1,0,1,0,0,5
638398,1,0,1,0,0,1,1,0,1,0,5
448180,1,0,0,0,1,1,1,1,0,0,5
447045,0,0,1,1,1,0,1,1,1,0,6
951310,0,1,0,0,0,0,0,1,1,0,3
367007,0,1,0,0,1,0,1,1,0,1,5
830589,0,1,0,1,1,0,1,1,0,1,6
875463,1,1,0,0,0,1,1,1,1,1,7
802184,0,1,0,1,1,1,0,0,0,1,5
349326,0,0,1,0,0,0,0,1,0,0,2
172093,1,1,1,0,1,1,1,1,0,0,7
403847,0,1,1,0,0,1,1,0,1,1,6
357694,1,1,1,0,1,0,0,0,1,1,6
648353,0,0,0,0,1,1,1,1,0,0,4
346432,1,1,1,0,1,0,1,0,0,0,5
468788,1,1,1,0,1,0,0,0,1,1,6
904698,0,1,0,0,0,1,0,1,0,0,3
872300,0,0,0,1,1,1,0,0,0,0,3
240913,0,1,0,1,1,1,0,0,1,0,5
923223,0,1,1,0,0,0,1,1,1,1,6
670810,0,1,0,1,1,0,1,0,1,1,6
912896,0,0,0,1,0,0,0,1,0,0,2
147184,0,0,1,0,0,1,1,0,0,0,3
485773,0,0,1,1,1,1,0,1,0,1,6
718964,1,0,1,0,0,1,1,0,1,0,5
800004,0,1,0,1,0,0,0,0,0,1,3
778727,1,0,1,0,0,0,0,1,0,0,3
176883,1,0,0,1,1,1,1,1,1,1,8
765896,0,0,0,0,1,1,1,1,0,0,4
714984,0,0,0,0,0,0,0,1,1,0,2
934487,0,1,1,0,0,1,0,1,1,0,5
573064,0,1,1,0,0,1,0,1,0,0,4
510665,1,1,1,0,1,1,1,1,1,0,8
777703,0,1,0,0,0,0,0,0,0,1,2
701851,1,0,1,1,0,1,0,1,1,1,7
197087,0,0,0,0,1,0,1,1,1,0,4
671988,1,1,1,1,0,0,0,1,0,1,6
538030,0,0,1,0,0,0,1,0,0,0,2
619949,0,1,1,1,1,0,0,0,0,0,4
495238,0,1,1,0,1,0,0,0,0,0,3
975596,0,0,0,0,1,0,0,1,1,1,4
308428,0,0,1,1,0,0,0,1,1,0,4
479998,1,0,0,0,1,0,0,0,1,1,4
114512,1,0,1,1,1,0,0,1,1,1,7
560932,0,1,0,0,0,1,0,0,1,1,4
692616,0,0,0,0,0,1,1,0,0,0,2
800595,0,0,1,0,0,0,0,0,1,0,2
522401,1,1,0,1,1,0,0,1,0,0,5
611791,1,0,1,1,1,0,1,0,1,1,7
715408,1,1,1,0,0,0,1,0,1,1,6
625465,1,1,1,0,1,1,1,1,0,0,7
135191,1,0,1,0,1,1,0,0,0,0,4
857151,1,0,0,1,0,1,0,0,0,0,3
341168,1,1,1,0,1,1,1,1,0,1,8
795128,0,0,1,0,1,1,0,0,0,1,4
157634,0,0,1,0,1,0,1,0,1,0,4
939210,1,1,0,0,1,0,0,1,1,0,5
388284,0,0,1,1,0,0,1,1,1,1,6
800951,1,0,0,0,1,0,0,1,0,0,3
425849,1,0,0,1,0,1,0,0,1,0,4
677680,1,1,0,0,1,1,0,1,1,1,7
758723,1,0,1,0,1,1,1,0,1,1,7
785425,0,1,0,1,1,0,0,1,0,1,5
273980,0,0,1,0,0,0,0,0,0,1,2
325833,1,1,1,0,0,0,0,0,0,1,4
293586,0,0,1,1,1,1,1,0,0,0,5
678957,0,1,0,1,0,1,1,1,1,1,7
906707,1,1,1,0,0,0,1,0,1,1,6
975055,0,0,0,1,0,1,1,0,0,0,3
714813,0,1,0,0,0,1,0,1,0,1,4
603707,0,0,1,1,1,0,1,0,1,0,5
288499,1,0,1,0,1,0,1,0,0,0,4
468248,1,1,0,0,1,0,0,1,1,1,6
909821,0,1,0,1,0,0,1,0,0,1,4
106422,0,1,1,0,1,1,1,0,0,0,5
262393,0,0,0,0,0,0,1,0,0,0,1
315924,0,0,0,0,1,0,0,0,1,0,2
263465,1,1,0,0,0,1,1,1,1,0,6
564195,1,1,0,0,0,1,0,1,1,1,6
689561,1,0,0,0,0,1,1,0,0,0,3
858308,1,0,0,1,1,0,0,1,0,0,4
742606,1,1,1,1,0,1,1,0,1,0,7
132094,0,1,0,0,1,0,0,1,1,0,4
645826,1,0,0,1,1,0,1,1,0,0,5
761746,1,1,0,0,1,0,0,1,1,1,6
179068,0,0,1,0,1,1,1,1,0,0,5
399334,1,1,1,1,0,1,0,0,0,1,6
767006,0,1,1,0,0,0,0,0,1,0,3
195177,0,1,0,0,0,1,1,1,1,1,6
345457,1,0,0,1,1,1,1,1,0,0,6
295345,0,1,0,1,1,0,0,0,0,1,4
931107,0,0,1,0,0,1,0,1,0,1,4
782007,1,1,0,1,0,1,0,1,1,0,6
932845,1,1,1,0,0,1,0,0,1,1,6
217242,1,0,1,0,1,1,1,1,0,1,7
554965,1,1,0,0,0,1,1,0,0,0,4
957686,0,1,0,0,1,1,0,0,1,1,5
742866,0,0,0,0,1,1,1,1,0,1,5
749714,0,1,0,0,0,0,1,0,0,1,3
123935,0,1,0,0,0,1,0,1,1,1,5
420008,1,0,0,0,0,0,0,1,1,1,4
937052,1,1,1,0,1,0,1,0,1,0,6
591141,1,0,1,0,0,1,0,0,1,1,5
309376,0,1,1,1,1,0,1,0,1,1,7
857633,0,0,0,1,1,0,0,0,1,0,3
400665,1,0,1,1,1,0,1,1,1,0,7
301621,1,1,1,1,0,1,1,1,0,0,7
102106,1,1,1,0,0,1,0,0,1,1,6
886015,1,1,1,0,1,0,1,1,0,1,7
730556,1,0,1,1,1,1,0,0,1,0,6
769084,1,1,0,1,0,0,1,1,0,0,5
567980,0,0,1,0,0,0,1,0,1,0,3
333949,1,1,1,1,0,0,0,1,1,1,7
345611,0,1,1,0,1,1,0,0,0,0,4
124912,1,1,1,1,1,0,0,1,0,1,7
652789,0,0,0,0,0,1,0,1,0,1,3
467123,1,1,0,0,1,0,1,1,1,1,7
656021,1,1,0,0,1,1,0,1,0,1,6
282559,1,1,1,1,1,1,1,0,1,0,8
132642,1,1,1,0,0,0,0,0,1,1,5
365962,0,1,1,0,0,0,0,0,0,1,3
905100,0,0,0,1,1,0,0,0,1,0,3
559376,0,0,0,0,1,0,1,0,0,1,3
442574,1,0,0,0,0,0,1,1,0,1,4
629057,1,1,0,0,0,1,1,1,1,1,7
210190,1,1,0,0,0,1,0,1,0,0,4
631967,1,0,1,1,0,0,0,1,1,1,6
250010,1,1,1,1,0,1,1,1,0,1,8
575152,1,1,1,1,1,1,1,0,0,1,8
969610,0,1,0,0,0,1,1,1,1,0,5
496698,1,0,1,1,1,1,1,1,1,0,8
632472,0,1,0,0,1,0,1,1,1,0,5
310997,1,1,1,0,1,1,0,1,1,0,7
809593,0,1,0,0,1,1,0,0,0,1,4
341154,1,0,1,1,0,0,0,0,1,1,5
747342,1,1,0,0,1,0,0,0,0,0,3
330994,0,1,0,1,0,0,1,0,1,0,4
879159,1,1,1,1,1,0,1,1,1,0,8
217238,0,0,1,0,1,1,0,0,1,1,5
657020,0,0,1,1,1,1,0,1,0,1,6
702190,0,1,1,1,1,0,1,1,0,0,6
805383,0,0,1,0,0,1,1,0,1,0,4
390463,0,0,0,1,1,0,1,1,0,0,4
480668,1,0,1,0,0,0,1,0,0,1,4
495230,0,1,1,1,1,1,0,1,1,0,7
427966,0,1,0,1,1,1,0,0,0,1,5
531394,0,1,1,0,1,1,0,1,1,1,7
153370,1,0,0,0,0,1,0,0,0,1,3
586801,0,0,1,0,0,0,1,1,1,1,5
753585,0,0,0,0,0,1,1,0,1,1,4
445135,0,1,1,0,1,0,0,0,0,0,3
438651,1,1,1,1,0,0,1,0,1,0,6
259776,1,0,0,1,0,1,0,1,1,1,6
960614,0,1,1,0,1,1,1,0,1,1,7
428363,1,1,1,1,1,0,0,0,0,0,5
239240,1,0,0,1,1,0,0,0,0,0,3
427549,1,1,1,0,1,0,1,0,0,0,5
663794,0,1,1,0,0,1,1,1,1,1,7
436490,1,1,1,1,1,1,1,0,1,1,9
930710,0,0,0,1,0,1,0,1,1,1,5
